ObjectID,Batch Reference,Supplier Code,Supplier Compound Number,Library ID,CAS Number,SMILES,Full Molecular Mass,Parent Molecular Mass,Plate ID,Well,Object Name,Drug Name,Analysis
YU225128,2,Microsource,1500223,Pharmakon 1600,20830-81-3,O=C4(C3(=C(O)C1(=C(CC(O)(C(=O)C)CC1OC2(OC(C(O)C(C2)N)C))C(=C3C(=O)C=5(C4=C(OC)C=CC=5))O))),527.5199,527.5199,M00967A,G009,DAUNORUBICIN,daunorubicin,"antineoplastic, Streptomyces peucetius; FI-6339, NDC-0082-4155, RP-13057"
YU033852,2,Microsource,1500330,Pharmakon 1600,136-77-6,OC1(=C(C=CC(=C1)O)CCCCCC),194.27012,194.27012,M00967A,G010,HEXYLRESORCINOL,,"anthelmintic, topical antiseptic, synthetic"
YU226535,1,Microsource,1500225,Pharmakon 1600,145-41-5,O=C1(C4(C(C2(C(=O)CC3(C(C2(C1))(CCC(C3)=O)C)))CCC4C(CCC(=O)O)C)(C)),402.52376,402.52376,M00967A,G011,DEHYDROCHOLATE SODIUM,dehydrocholate sodium,DB11622 (Dehydrocholic acid)
YU155505,2,Microsource,1500331,Pharmakon 1600,51-45-6 [histamine],Cl.Cl.N=1(C(=CNC=1)CCN),184.06646,184.06646,M00967A,G012,HISTAMINE DIHYDROCHLORIDE,,"H1&2 agonist, edema induction, gastric secretion stimulant, Claviceps purpurea, many plants and animals"
YU226536,1,Microsource,1500226,Pharmakon 1600,127-33-3,ClC4(=C1(C(C(=O)C2(=C(O)C3(O)(C(=O)C(C(=O)N)=C(C(C3(CC2(C1O)))N(C)C)O)))=C(O)C=C4)).Cl,501.31346,501.31346,M00967A,G013,DEMECLOCYCLINE HYDROCHLORIDE,DECLOMYCIN,"antibacterial, Streptomyces aureofaiens"
YU226582,1,Microsource,1500332,Pharmakon 1600,"51-56-9, 87-00-3 [homatropine]",[BrH].O=C(OC1(CC2(N(C)C(C1)CC2)))C(O)C3(=CC=CC=C3),356.25482,356.25482,M00967A,G014,HOMATROPINE HYDROBROMIDE,ISOPTO,"anticholinergic (opthalmic), semisynthetic"
YU226537,1,Microsource,1500227,Pharmakon 1600,"58-28-6, 50-47-5 [desipramine]",Cl.N2(C1(=C(C=CC=C1)CCC3(=C2C=CC=C3)))(CCCNC),302.8414,302.8414,M00967A,G015,DESIPRAMINE HYDROCHLORIDE,desipramine,"antidepressant, synthetic; G-35020, JB-8181, EX-4355,RMI-9384A"
YU226583,1,Microsource,1500333,Pharmakon 1600,"80-49-9, 87-00-3 [homatropine]",[Br-].O=C(OC1(CC2([N+](C)(C)C(C1)CC2)))C(O)C3(=CC=CC=C3),370.2814,370.2814,M00967A,G016,HOMATROPINE METHYLBROMIDE,homatropine methylbromide,"anticholinergic (opthalmic), semisynthetic"
YU226538,1,Microsource,1500230,Pharmakon 1600,50-02-2,FC23(C1(C(=CC(=O)C=C1)CCC2C4(CC(C)C(C4(CC3O)(C))(O)C(=O)CO))(C)),392.4610632,392.4610632,M00967A,G017,DEXAMETHASONE,dexamethasone,"glucocorticoid, semisynthetic"
YU226584,1,Microsource,1500334,Pharmakon 1600,"304-20-1, 86-54-4 [hydralazine]",Cl.N=1(N=CC2(=CC=CC=C2(C=1NN))),196.63672,196.63672,M00967A,G018,HYDRALAZINE HYDROCHLORIDE,hydralazine,"antihypertensive, semisynthetic"
YU226539,1,Microsource,1500231,Pharmakon 1600,"55812-90-3, 1177-87-3 [anhydrous]",FC23(C1(C(=CC(=O)C=C1)CCC2C4(CC(C)C(C4(CC3O)(C))(O)C(=O)COC(=O)C))(C)),434.49774,434.4977432,M00967A,G019,DEXAMETHASONE ACETATE,DECADRON,"glucocorticoid, antiinflammatory, semisynthetic"
YU033857,2,Microsource,1500335,Pharmakon 1600,58-93-5,ClC1(=C(S(=O)(=O)N)C=C2(S(=O)(=O)NCNC2(=C1))),297.74094,297.74094,M00967A,G020,HYDROCHLOROTHIAZIDE,hydrochlorothiazide,"diuretic, semisynthetic"
YU155494,2,Microsource,1500224,Pharmakon 1600,"138-14-7, 70-51-9 [deferoxamine]",S(=O)(=O)(O)C.O=C(N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN)CCC(=O)NCCCCCN(O)C(=O)C,656.79092,656.79092,M00967A,G021,DEFEROXAMINE MESYLATE,deferoxamine,"chelating agent (Fe & Al), Strptomyces pilosus; BA-33112"
YU226585,1,Microsource,1500338,Pharmakon 1600,50-03-3,O=C4(C=C2(C(C1(C(O)CC3(C(O)(C(=O)COC(=O)C)CCC3(C1CC2))(C)))(C)CC4)),404.49658,404.49658,M00967A,G022,HYDROCORTISONE ACETATE,CORTRIL,"glucocorticoid, antiinflammatory, semisynthetic"
YU225279,2,Microsource,1500517,Pharmakon 1600,"22204-24-6, 15686-83-6 [pyrantel]",S1(C(=CC=C1)C=CC2(=NCCCN2C)).O=C(O)C=3(C(O)=C(C4(=CC=CC=C4(C=3)))CC5(=C(O)C(C(=O)O)=CC=6(C5=CC=CC=6))),594.67788,594.67788,M00967A,H003,PYRANTEL PAMOATE,NEMEX,"anthelmintic, synthetic; CP-10423-16"
YU226669,1,Microsource,1500433,Pharmakon 1600,"67-20-9, 54-87-5 [nitrofurantoin sodium], 17140-81-7 [monohydrate]",O=[N+]([O-])C=2(OC(C=NN1(C(=O)NC(C1)=O))=CC=2),238.1572,238.1572,M00967A,H004,NITROFURANTOIN,nitrofurantoin,"antibacterial, synthetic"
YU033985,2,Microsource,1500518,Pharmakon 1600,98-96-4,O=C(N)C1(=NC=CN=C1),123.11282,123.11282,M00967A,H005,PYRAZINAMIDE,pyrazinamide,"antibacterial, tuberculostatic, synthetic; D-50"
YU226670,1,Microsource,1506103,Pharmakon 1600,57-06-7,S=C=NCC=C,99.15524,99.15524,M00967A,H006,ALLYLISOTHIOCYANATE,,"counterirritant, Brassica nigra"
YU225001,2,Microsource,1500519,Pharmakon 1600,"59-33-6, 91-84-9 [pyrilamine]",O=C(O)C=CC(=O)O.O(C2(=CC=C(CN(C1(=NC=CC=C1))CCN(C)C)C=C2))C,401.4563,401.4563,M00967A,H007,PYRILAMINE MALEATE,mepyramine,"antihistaminic, synthetic; RP-2786"
YU226671,1,Microsource,1505114,Pharmakon 1600,130-26-7,IC2(=C(O)C1(=NC=CC=C1C(=C2)Cl)),305.49931,305.49931,M00967A,H008,CLIOQUINOL,clioquinol,DB04815
YU033987,2,Microsource,1500520,Pharmakon 1600,58-14-0,ClC2(=CC=C(C1(=C(N=C(N)N=C1CC)N))C=C2),248.71128,248.71128,M00967A,H009,PYRIMETHAMINE,pyrimethamine,"antimalarial, synthetic; RP-4753"
YU226672,1,Microsource,1500663,Pharmakon 1600,65-19-0,Cl.O=C(OC)C1(C(O)CCC3(C1CC4(C=2(NC=5(C=CC=CC=5(C=2CCN4(C3))))))),390.90346,390.90346,M00967A,H010,YOHIMBINE HYDROCHLORIDE,,"alpha adrenergic blocker, mydriatic, antidepressant, Corynanthe spp"
YU226627,1,Microsource,1500521,Pharmakon 1600,3546-41-6,O=C(O)C=1(C(O)=C(C2(=CC=CC=C2(C=1)))CC3(=C(O)C(C(=O)[O-])=CC=4(C3=CC=CC=4))).[N+]=6(C=5(C(=CC(N(C)C)=CC=5)C=CC=6C=CC8(=C(N(C7(=CC=CC=C7))C(=C8)C)C)))(C),769.88234,769.88234,M00967A,H011,PYRVINIUM PAMOATE,POVAN,"anthelmintic, synthetic"
YU034086,2,Microsource,1500667,Pharmakon 1600,61-19-8,P(=O)(OCC3(OC(N2(C1(=NC=NC(=C1N=C2)N)))C(C3O)O))(O)O,347.221421,347.22142,M00967A,H012,ADENOSINE PHOSPHATE,adenosine phosphate,"vasodilator, neuromodulator, widespread in living tissue"
YU226628,1,Microsource,1500522,Pharmakon 1600,"6151-30-0, 69-05-6 [anhydrous], 83-89-6 [quinacrine]",ClC3(=CC2(=NC=1(C(=CC(OC)=CC=1)C(=C2C=C3)NC(CCCN(CC)CC)C))).Cl.Cl,472.8779,472.8779,M00967A,H013,QUINACRINE HYDROCHLORIDE,mepacrine,"anthelmintic, antimalarial, intercalating agent, synthetic; RP-866, SN-390"
YU039764,3,Microsource,1500668,Pharmakon 1600,"34580-14-8, 34580-13-7 [ketotifen]",S2(C=1(C(=O)CC=4(C=CC=CC=4(C(C=1C=C2)=C3(CCN(C)CC3))))).O=C(O)C=CC(=O)O,425.49846,425.49846,M00967A,H014,KETOTIFEN FUMARATE,ketotifen,"antiasthmatic, synthetic; HC-20511"
YU226629,1,Microsource,1500523,Pharmakon 1600,"7054-25-3, 6591-63-5 [quinidine sulfate], 56-54-2 [quinidine]",O=C(O)C(O)C(O)C(O)C(O)CO.O(C4(=CC=1(C(=NC=CC=1C(O)C2(N3(CC(C=C)C(C2)CC3)))C=C4)))C,520.57212,520.57212,M00967A,H015,QUINIDINE GLUCONATE,DURAQUIN,"antiarrhythmic, antimalarial, Cinchona spp"
YU226673,1,Microsource,1500670,Pharmakon 1600,"5579-84-0, 5638-76-6 [betahistine]",Cl.Cl.N1(=C(C=CC=C1)CCNC),209.11564,209.11564,M00967A,H016,BETAHISTINE HYDROCHLORIDE,betahistine,"vasodilator, synthetic"
YU226630,1,Microsource,1500524,Pharmakon 1600,"6119-70-6, 804-63-7 [anhydrous], 130-95-0 [quinine]",S(=O)(=O)(O)O.O(C4(=CC=1(C(=NC=CC=1C(O)C2(N3(CC(C=C)C(C2)CC3)))C=C4)))C,422.49632,422.49632,M00967A,H017,QUININE SULFATE,QUALAQUIN,"antimalarial, skeletal muscle relaxant, Cinchona spp"
YU220943,2,Microsource,1505985,Pharmakon 1600,76963-41-2,S1(C(=NC(=C1)CSCCNC(NC)=C[N+](=O)[O-])CN(C)C),331.45964,331.45964,M00967A,H018,NIZATIDINE,AXID,"antiulcer, H2 antagonist, synthetic; LY-139037"
YU226631,1,Microsource,1502008,Pharmakon 1600,52214-84-3,ClC2(Cl)(C(C1(=CC=C(OC(C(=O)O)(C)C)C=C1))C2),289.15386,289.15386,M00967A,H019,CIPROFIBRATE,ciprofibrate,"antihyperlipidemic, synthetic; WIN-35833"
YU155559,3,Microsource,1500674,Pharmakon 1600,24280-93-1,O=C1(OCC=2(C1=C(O)C(=C(OC)C=2C)CC=C(CCC(=O)O)C)),320.3371,320.3371,M00967A,H020,MYCOPHENOLIC ACID,mycophenolic acid,"immune suppressant, antineoplastic, antiviral, Penicillium brevicompactum, other Penicillium spp.; 68618"
YU226632,1,Microsource,1500526,Pharmakon 1600,50-55-5,O=C(OC2(C(OC)C(C(=O)OC)C3(CC4(C=1(NC=5(C=C(OC)C=CC=5(C=1CCN4(CC3(C2)))))))))C6(=CC(OC)=C(OC)C(=C6)OC),608.67878,608.67878,M00967A,H021,RESERPINE,SERPASIL,"antihypertensive, Rauwolfia serpentina"
YU226674,1,Microsource,1505727,Pharmakon 1600,2919-66-6,O=C3(C=C2(C(=CC4(C1(C(C(OC(=O)C)(C(=O)C)C(C1)=C)(C)CCC4(C2(C)CC3))))C)),396.51918,396.51918,M00967A,H022,MELENGESTROL ACETATE,,"antineoplastic, progestin, semisynthetic; BDH-1921,  5373, NSC-70968"
YU226540,1,Microsource,1500232,Pharmakon 1600,"2392-39-4, 312-93-6 [dexamethasone 21-(dihydrogen phosphate)]",P(=O)(OCC(=O)C4(O)(C3(C(C2(C(F)(C1(C(=CC(=O)C=C1)CC2)(C))C(C3)O))CC4C)(C)))([O-])[O-].[Na+].[Na+],516.40462,516.4046242,M00967A,I003,DEXAMETHASONE SODIUM PHOSPHATE,HEXADROL,"glucocorticoid, antiinflammatory, semisynthetic"
YU226586,1,Microsource,1500339,Pharmakon 1600,"83784-20-7, 2203-97-6 [anhydrous]",O=C4(C=C2(C(C1(C(O)CC3(C(O)(C(=O)COC(=O)CCC(=O)O)CCC3(C1CC2))(C)))(C)CC4)),462.53266,462.53266,M00967A,I004,HYDROCORTISONE HEMISUCCINATE,,"glucocorticoid, semisynthetic"
YU226541,1,Microsource,1506160,Pharmakon 1600,5728-52-9,O=C(O)CC2(=CC=C(C1(=CC=CC=C1))C=C2),212.24388,212.24388,M00967A,I005,FELBINAC,felbinac,DB07477
YU226587,1,Microsource,1500340,Pharmakon 1600,3863-59-0 [cortisol 21-(dihydrogen phosphate)],P(=O)(OCC(=O)C4(O)(C3(C(C2(C(C1(C(=CC(=O)CC1)CC2)(C))C(C3)O))CC4)(C)))([O-])[O-].[NH+](CC)(CC)CC.[NH+](CC)(CC)CC,644.81988,644.819881,M00967A,I006,HYDROCORTISONE PHOSPHATE TRIETHYLAMINE,HYDROCORTONE,"glucocorticoid, semisynthetic"
YU033778,2,Microsource,1500235,Pharmakon 1600,132-65-0,S2(C1(=C(C=CC=C1)C3(=C2C=CC=C3))),184.25792,184.25792,M00967A,I007,DIBENZOTHIOPHENE,,"keratolytic, synthetic"
YU033861,2,Microsource,1500341,Pharmakon 1600,135-09-1,S1(=O)(=O)(NCNC2(=C1C=C(S(=O)(=O)N)C(=C2)C(F)(F)F)),331.2941496,331.29415,M00967A,I008,HYDROFLUMETHIAZIDE,hydroflumethiazide,"antihypertensive, diuretic, synthetic"
YU226542,1,Microsource,1500236,Pharmakon 1600,"61-12-1, 85-79-0 [dibucaine]",Cl.O=C(NCCN(CC)CC)C=1(C=2(C(N=C(C=1)OCCCC)=CC=CC=2)),379.92392,379.92392,M00967A,I009,DIBUCAINE HYDROCHLORIDE,cinchocaine,"anesthetic (local), synthetic"
YU226588,1,Microsource,1500352,Pharmakon 1600,87-89-8,OC1(C(O)C(O)C(O)C(C1O)O),180.15588,180.15588,M00967A,I010,INOSITOL,,"growth factor, lipotropic polyol widely distributed in plants and animals"
YU226543,1,Microsource,1500237,Pharmakon 1600,15307-79-6,ClC2(=C(NC1(=C(C=CC=C1)CC(=O)[O-]))C(Cl)=CC=C2).[Na+],318.12991,318.12991,M00967A,I011,DICLOFENAC SODIUM,diclofenac,"antiinflammatory, synthetic; GP-45840"
YU033863,4,Microsource,1500344,Pharmakon 1600,127-07-1,O=C(NO)N,76.05474,76.05474,M00967A,I012,HYDROXYUREA,hydroxycarbamide,"antineoplastic, inhibits ribonucleoside diphosphate reductase, synthetic; SQ-1089, NSC-32065"
YU226544,1,Microsource,1500238,Pharmakon 1600,"13412-64-1, 343-55-5 [anhydrous], 3116-76-5 [dicloxacillin]",ClC1(=C(C(Cl)=CC=C1)C2(=NOC(=C2C(=O)NC3(C(=O)N4(C(C(=O)[O-])C(SC34)(C)C)))C)).[Na+],492.30873,492.30873,M00967A,I013,DICLOXACILLIN SODIUM,DYNAPEN,"antibacterial, semisynthetic; P-1011"
YU034543,2,Microsource,1500345,Pharmakon 1600,"10246-75-0, 68-88-2 [hydroxyzine]",ClC3(=CC=C(C(N1(CCN(CCOCCO)CC1))C2(=CC=CC=C2))C=C3).O=C(O)C=4(C(O)=C(C5(=CC=CC=C5(C=4)))CC6(=C(O)C(C(=O)O)=CC=7(C6=CC=CC=7))),763.2736,763.2736,M00967A,I014,HYDROXYZINE PAMOATE,hydroxyzine,"anxiolytic, antihistaminic, synthetic"
YU226545,1,Microsource,1500239,Pharmakon 1600,66-76-2,O=C2(OC1(=C(C=CC=C1)C(=C2CC=3(C(=O)OC=4(C=CC=CC=4(C=3O))))O)),336.29498,336.29498,M00967A,I015,DICUMAROL,DICUMOL,"anticoagulant, synthetic"
YU033864,2,Microsource,1500346,Pharmakon 1600,101-31-5,O=C(OC1(CC2(N(C)C(C1)CC2)))C(C3(=CC=CC=C3))CO,289.36946,289.36946,M00967A,I016,HYOSCYAMINE,LEVSIN,"anticholinergic, analgesic, Atropa, Datura and Hyoscyamus spp"
YU226546,1,Microsource,1500240,Pharmakon 1600,"67-92-5, 77-19-0 [dicyclomine]",Cl.O=C(OCCN(CC)CC)C2(C1(CCCCC1))(CCCCC2),345.94738,345.94738,M00967A,I017,DICYCLOMINE HYDROCHLORIDE,dicycloverine,"anticholinergic, synthetic"
YU033865,4,Microsource,1500347,Pharmakon 1600,"15687-27-1, 58560-75-1 [(+/-) mixture]",O=C(O)C(C1(=CC=C(CC(C)C)C=C1))C,206.28082,206.28082,M00967A,I018,IBUPROFEN,ibuprofen,"antiinflammatory, synthetic; U-18573"
YU226547,1,Microsource,1500241,Pharmakon 1600,"84-17-3, 13029-44-2 [//E,E//]",OC2(=CC=C(C(C(C1(=CC=C(O)C=C1))=CC)=CC)C=C2),266.33432,266.33432,M00967A,I019,DIENESTROL,dienestrol,"estrogen, synthetic"
YU225032,2,Microsource,1500348,Pharmakon 1600,"113-52-0, 50-49-7 [imipramine]",Cl.N2(C1(=C(C=CC=C1)CCC3(=C2C=CC=C3)))(CCCN(C)C),316.86798,316.86798,M00967A,I020,IMIPRAMINE HYDROCHLORIDE,imipramine,"antidepressant, synthetic"
YU226548,1,Microsource,1500242,Pharmakon 1600,"1642-54-2, 90-89-1 [diethylcarbamazine]",O=C(N1(CCN(C)CC1))N(CC)CC.O=C(O)C(O)(CC(=O)O)CC(=O)O,391.41688,391.41688,M00967A,I021,DIETHYLCARBAMAZINE CITRATE,diethylcarbamazine,"anthelmintic, synthetic"
YU033867,3,Microsource,1500349,Pharmakon 1600,26807-65-8,ClC3(=C(S(=O)(=O)N)C=C(C(=O)NN2(C1(=C(C=CC=C1)CC2C)))C=C3),365.83536,365.83536,M00967A,I022,INDAPAMIDE,indapamide,"diuretic, antihypertensive, synthetic"
YU226633,1,Microsource,1502400,Pharmakon 1600,113-38-2,O=C(OC4(=CC3(=C(C2(C(C1(C(C(OC(=O)CC)CC1)(C)CC2))CC3))C=C4)))CC,384.50848,384.50848,M00967A,J003,ESTRADIOL DIPROPIONATE,,"estrogen,"
YU226675,1,Microsource,1500676,Pharmakon 1600,"11018-89-6, 630-60-4 [anhydrous]",O=C1(OCC(=C1)C6(C5(C(O)(C4(C(C3(C(O)(CC(OC2(OC(C(O)C(C2O)O)C))CC3O)CC4)(CO))C(C5)O))CC6)(C))),584.65246,584.65246,M00967A,J004,OUABAIN,,"antiarrhythmic, cardiotonic, hypertensive, Na/K ATPase inhibitor, Acokanthera and Strophanthus spp"
YU226634,1,Microsource,1500529,Pharmakon 1600,13292-46-1,O=C5(NC2(=C(O)C1(=C(O)C(=C4(OC(C(C4(=C1C(=C2C=NN3(CCN(C)CC3))O))=O)(OC=CC(OC)C(C(C(C(C(C(C(C=CC=C5C)C)O)C)O)C)OC(=O)C)C)C))C))),822.94038,822.94038,M00967A,J005,RIFAMPIN,RIFADIN,"antibacterial (tuberculostatic), semisynthetic; L-5103, Ba-41166/E, NSC-113926"
YU040016,3,Microsource,1504188,Pharmakon 1600,75444-65-4,FC4(=CC=C(C(=O)C3(CCN(CCC=2(C(=O)N1(C(C=CC=C1)=NC=2C)))CC3))C=C4),393.4540832,393.45408,M00967A,J006,PIRENPERONE,pirenperone,"5HT2 receptor antagonist, synthetic; R-47465"
YU226635,1,Microsource,1503835,Pharmakon 1600,92339-11-2,IC2(=C(N(C(=O)C)CC(O)CN(C1(=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO))C(=O)C)C(I)=C(C(=O)NCC(O)CO)C(=C2C(=O)NCC(O)CO)I),1550.18212,1550.18212,M00967A,J007,IODIXANOL,iodixanol,"radiopaque agent, synthetic; 2-5410-3A"
YU224102,3,Microsource,1500431,Pharmakon 1600,21829-25-4,O=[N+]([O-])C1(=C(C=CC=C1)C2(C(=C(NC(=C2C(=O)OC)C)C)C(=O)OC)),346.3347,346.3347,M00967A,J008,NIFEDIPINE,nifedipine,"antianginal, antihypertensive, synthetic; Bay-A1040"
YU033994,2,Microsource,1500531,Pharmakon 1600,90-01-7,OC1(=C(C=CC=C1)CO),124.13722,124.13722,M00967A,J009,SALICYL ALCOHOL,SALICAIN,"anesthetic (local), antiinflammatory, Populus sieboldii"
YU034098,4,Microsource,1500682,Pharmakon 1600,62571-86-2,SCC(C(=O)N1(C(C(=O)O)CCC1))C,217.28634,217.28634,M00967A,J010,CAPTOPRIL,captopril,"antihypertensive, synthetic"
YU033995,2,Microsource,1500532,Pharmakon 1600,65-45-2,O=C(N)C1(=C(O)C=CC=C1),137.13602,137.13602,M00967A,J011,SALICYLAMIDE,salicylamide,"analgesic, synthetic"
YU226676,1,Microsource,1506162,Pharmakon 1600,406-90-6,FC(F)(F)COC=C,126.0771096,126.0771096,M00967A,J012,FLUROXENE,fluroxene,"anesthetic, synthetic"
YU226636,1,Microsource,1500533,Pharmakon 1600,54-21-7,[Na+].O=C([O-])C1(=C(O)C=CC=C1),160.10257,160.10257,M00967A,J013,SODIUM SALICYLATE,IDOCYL,"keratolytic, synthetic"
YU226677,1,Microsource,2300214,Pharmakon 1600,"33286-22-5, 42399-41-7 [diltiazem]",Cl.S1(C3(=C(N(CCN(C)C)C(C(C1C2(=CC=C(OC)C=C2))OC(=O)C)=O)C=CC=C3)),450.97956,450.97956,M00967A,J014,DILTIAZEM HYDROCHLORIDE,diltiazem,"Ca channel blocker, coronary vasodilator, synthetic; RG-83606"
YU226637,1,Microsource,1500536,Pharmakon 1600,"53179-09-2, 32385-11-8 [sisomicin]",S(=O)(=O)(O)O.O1(C(=CCC(C1OC3(C(O)C(OC2(OCC(O)(C)C(C2O)NC))C(N)CC3N))N)CN),545.60606,545.60606,M00967A,J015,SISOMICIN SULFATE,SISEPTIN,"antibacterial, binds to ribosomes, Micromonospora myoensis; SCH-13475"
YU226678,1,Microsource,1500687,Pharmakon 1600,118-08-1,O=C4(OC(C1(N(CCC2(=C1C=C3(OCOC3(=C2))))C))C=5(C4=C(OC)C(OC)=CC=5)),383.39458,383.39458,M00967A,J016,"HYDRASTINE (1R, 9S)",,"antihypertensive, sedative, antibacterial, Corydalis spp"
YU224968,2,Microsource,1500538,Pharmakon 1600,"22189-32-8, 21736-83-4 [anhydrous], 1695-77-8 [spectinomycin]",Cl.Cl.O=C3(C2(OC1(C(C(O)C(NC)C(C1NC)O)OC2OC(C3)C))(O)),405.27092,405.27092,M00967A,J017,SPECTINOMYCIN HYDROCHLORIDE,TROBICIN,"antibacterial, Streptomyces spectabilis; CHX-3101; M-141, U-18409AE"
YU226679,1,Microsource,1500689,Pharmakon 1600,"6108-05-0, 73-78-9 [anhydrous], 137-58-6 [lidocaine]",Cl.O=C(NC1(=C(C=CC=C1C)C))CN(CC)CC,270.798,270.798,M00967A,J018,LIDOCAINE HYDROCHLORIDE,lidocaine,"anesthetic (local), antiarrhythmic, synthetic"
YU226638,1,Microsource,1500539,Pharmakon 1600,52-01-7,S(C(=O)C)C1(C3(C(C2(CCC(C=C2(C1))=O)(C))CCC4(C3CCC45(OC(=O)CC5))(C))),416.57448,416.57448,M00967A,J019,SPIRONOLACTONE,spironolactone,"diuretic, aldosterone antagonist, synthetic; SC-9420"
YU224130,2,Microsource,1500691,Pharmakon 1600,"73-05-2, 50-60-2 [phentolamine]",Cl.OC3(=CC(N(C1(=CC=C(C)C=C1))CC2(=NCCN2))=CC=C3),317.81302,317.81302,M00967A,J020,PHENTOLAMINE HYDROCHLORIDE,phentolamine,"antihypertensive, synthetic"
YU226639,1,Microsource,1500541,Pharmakon 1600,"3810-74-0, 57-92-1 [streptomycin]",S(=O)(=O)(O)O.O=CC3(O)(C(OC1(OC(C(O)C(C1NC)O)CO))C(OC2(C(O)C(O)C(NC(=N)N)C(C2NC(=N)N)O))OC3C),679.65382,679.65382,M00967A,J021,STREPTOMYCIN SULFATE,AGRI-STREP,"antibacterial (tuberculostatic), Streptomyces griseus"
YU034493,2,Microsource,1500767,Pharmakon 1600,94-25-7,O=C(OCCCC)C1(=CC=C(N)C=C1),193.24234,193.24234,M00967A,J022,BUTAMBEN,BUTESIN,"anesthetic (local); inhibitor of DRG IA/Kv4.2 current, synthetic"
YU225217,2,Microsource,1500244,Pharmakon 1600,56-53-1,OC2(=CC=C(C(=C(C1(=CC=C(O)C=C1))CC)CC)C=C2),268.3502,268.3502,M00967A,K003,DIETHYLSTILBESTROL,diethylstilbestrol,"estrogen, synthetic"
YU033868,3,Microsource,1500350,Pharmakon 1600,53-86-1,ClC3(=CC=C(C(=O)N2(C1(=C(C=C(OC)C=C1)C(=C2C)CC(=O)O)))C=C3),357.78738,357.78738,M00967A,K004,INDOMETHACIN,indometacin,"antiinflammatory, antipyretic, analgesic, synthetic"
YU033788,3,Microsource,1500245,Pharmakon 1600,22494-42-4,FC2(=C(C1(=CC(=C(O)C=C1)C(=O)O))C=CC(=C2)F),250.1976264,250.19763,M00967A,K005,DIFLUNISAL,diflunisal,"analgesic, antiinflammatory, synthetic"
YU033869,2,Microsource,1500351,Pharmakon 1600,31842-01-0,O=C2(N(C1(=CC=C(C(C(=O)O)C)C=C1))CC3(=C2C=CC=C3)),281.30594,281.30594,M00967A,K006,INDOPROFEN,indoprofen,"analgesic, antiinflammatory, synthetic; K-4274"
YU226549,1,Microsource,1500246,Pharmakon 1600,71-63-6,O=C1(OCC(=C1)C8(C7(C(O)(C6(C(C5(C(CC(OC4(OC(C(OC3(OC(C(OC2(OC(C(O)C(C2)O)C))C(C3)O)C))C(C4)O)C))CC5)CC6)(C))CC7))CC8)(C))),764.93906,764.93906,M00967A,K007,DIGITOXIN,CRYSTODIGIN,"inotropic, cardiotonic, Digitalis spp"
YU226589,1,Microsource,1500364,Pharmakon 1600,1492-18-8,[Ca+2].O=C1(N=C(NC2(=C1N(C=O)C(CN2)CNC3(=CC=C(C(=O)NC(C(=O)[O-])CCC(=O)[O-])C=C3)))N),511.50172,511.50172,M00967A,K008,LEUCOVORIN CALCIUM,WELLCOVERIN,"antianemic, antidote to folic acid antagonists, synthetic; NSC-3590"
YU226550,1,Microsource,1500247,Pharmakon 1600,20830-75-5,O=C1(OCC(=C1)C8(C7(C(O)(C6(C(C5(C(CC(OC4(OC(C(OC3(OC(C(OC2(OC(C(O)C(C2)O)C))C(C3)O)C))C(C4)O)C))CC5)CC6)(C))CC7O))CC8)(C))),780.93846,780.93846,M00967A,K009,DIGOXIN,LANOXIN,"cardiac stimulant, Digitalis lanata or D. orientalis Lam., Scrophulariaceae"
YU033870,2,Microsource,1500353,Pharmakon 1600,83-73-8,IC2(=C(O)C1(=NC=CC=C1C(=C2)I)),396.95108,396.95108,M00967A,K010,IODOQUINOL,IOQUIN,"antiamebic, synthetic"
YU226551,1,Microsource,1500248,Pharmakon 1600,6190-39-2,S(=O)(=O)(O)C.O=C1(N8(C(C3(OC(C(N3(C1CC2(=CC=CC=C2)))=O)(NC(=O)C4(CN(C5(CC7(=CNC=6(C7(=C(C5(C4))C=CC=6)))))C))C)(O))CCC8)),679.78424,679.78424,M00967A,K011,DIHYDROERGOTAMINE MESYLATE,MIGRANAL,"vasoconstrictor, antimigraine, semisynthetic"
YU035336,4,Microsource,2300104,Pharmakon 1600,1684-40-8,Cl.N=1(C=3(C(C(N)=C2(C=1CCCC2))=CC=CC=3)),234.72438,234.72438,M00967A,K012,TACRINE HYDROCHLORIDE,tacrine,"anticholinesterase, cognitive adjuvant, K channel blocker, synthetic; CL-970"
YU226552,1,Microsource,1500249,Pharmakon 1600,"5490-27-7, 128-46-1 [dihydrostreptomycin]",S(=O)(=O)(O)O.O3(C(OC1(C(O)(C(C)OC1OC2(C(O)C(O)C(NC(=N)N)C(C2NC(=N)N)O))CO))C(NC)C(O)C(C3CO)O),681.6697,681.6697,M00967A,K013,DIHYDROSTREPTOMYCIN SULFATE,,"antibacterial, tuberculostatic, Streptomyces humidus"
YU033872,3,Microsource,1500355,Pharmakon 1600,54-85-3,O=C(NN)C1(=CC=NC=C1),137.1394,137.1394,M00967A,K014,ISONIAZID,isoniazid,"antibacterial, tuberculostatic, synthetic"
