ObjectID,Batch Reference,Supplier Code,Supplier Compound Number,Library ID,CAS Number,SMILES,Full Molecular Mass,Parent Molecular Mass,Plate ID,Well,Object Name,Drug Name,Analysis
YU226721,1,Microsource,1503070,Pharmakon 1600,53230-10-7,Cl.FC(F)(F)C2(=NC=1(C(=CC=CC=1C(F)(F)F)C(=C2)C(O)C3(NCCCC3))),414.7728792,414.7728792,M00968A,I015,MEFLOQUINE,mefloquine,"antimalarial, synthetic; Ro-21-5998; WR-142490"
YU225205,2,Microsource,1503614,Pharmakon 1600,85721-33-1,FC2(=C(N1(CCNCC1))C=C3(N(C=C(C(C3(=C2))=O)C(=O)O)C4(CC4))),331.3416432,331.3416432,M00968A,I016,CIPROFLOXACIN,ciprofloxacin,"antibacterial, fungicide, synthetic"
YU221093,2,Microsource,1503073,Pharmakon 1600,"50-42-0, 64-95-9 [adiphenine]",Cl.O=C(OCCN(CC)CC)C(C1(=CC=CC=C1))C2(=CC=CC=C2),347.87868,347.87868,M00968A,I017,ADIPHENINE HYDROCHLORIDE,TRASENTINE,"muscle relaxant (smooth), synthetic"
YU034478,4,Microsource,1503678,Pharmakon 1600,169590-42-5,S(=O)(=O)(N)C3(=CC=C(N1(N=C(C(F)(F)F)C=C1C2(=CC=C(C)C=C2)))C=C3),381.3732896,381.37329,M00968A,I018,CELECOXIB,celecoxib,"antiarthritic, cyclooxygenase2 inhibitor, synthetic; SC-58635"
YU226722,1,Microsource,1503076,Pharmakon 1600,"82586-55-8, 85441-61-8 [quinapril]",Cl.O=C(O)C2(N(C(=O)C(NC(C(=O)OCC)CCC1(=CC=CC=C1))C)CC=3(C=CC=CC=3(C2))),474.97682,474.97682,M00968A,I019,QUINAPRIL HYDROCHLORIDE,quinapril,"antihypertensive, ACE inhibitor, synthetic; CI-906"
YU034479,3,Microsource,1503679,Pharmakon 1600,"83905-01-5, 117772-70-0 [dihydrate]",O=C1(OC(C(O)(C(O)C(N(CC(CC(C(C(C(C1C)OC2(OC(C(O)C(C2)(OC)C)C))C)OC3(OC(CC(C3O)N(C)C)C))(O)C)C)C)C)C)CC),748.98456,748.98456,M00968A,I020,AZITHROMYCIN,ZITHROMAX,"antibacterial, semisynthetic"
YU221436,4,Microsource,1503081,Pharmakon 1600,20537-88-6,S(P(=O)(O)O)CCNCCCN,214.224041,214.224041,M00968A,I021,AMIFOSTINE,amifostine,"radioprotectant, synthetic; WR-2721"
YU225156,2,Microsource,1503705,Pharmakon 1600,4180-23-8,O(C1(=CC=C(C=CC)C=C1))C,148.20168,148.20168,M00968A,I022,ANETHOLE,MONASIRUP,"expectorant, gastric stimulant, insecticide, anise, fennel and other plant oils"
YU226814,1,Microsource,1505203,Pharmakon 1600,163222-33-1,FC4(=CC=C(N2(C(=O)C(CCC(O)C1(=CC=C(F)C=C1))C2C3(=CC=C(O)C=C3)))C=C4),409.4252864,409.4252864,M00968A,J003,EZETIMIBE,ezetimibe,"sterol absorption inhibitor, synthetic"
YU226876,1,Microsource,1505562,Pharmakon 1600,35189-28-7,O=C(OC4(C#C)(C3(C(C2(C(C1(C(=CC(=NO)CC1)CC2))CC3))CC4)(CC)))C,369.49718,369.49718,M00968A,J004,NORGESTIMATE,,"progestin, semisynthetic; ORF-10131, RWJ-10131"
YU225049,2,Microsource,1505205,Pharmakon 1600,144689-63-4,O=C5(OC(COC(=O)C=1(N(C(CCC)=NC=1C(O)(C)C)CC4(=CC=C(C3(=C(C2(=NN=NN2))C=CC=C3))C=C4)))=C(O5)C),558.58534,558.58534,M00968A,J005,OLMESARTAN MEDOXOMIL,olmesartan medoxomil,"Angiotensin II inhibitor prodrug, antihypertensive, synthetic; CS-866"
YU226877,1,Microsource,1505576,Pharmakon 1600,70024-40-7,Cl.O=C(N3(CCN(C=1(N=C(N)C2(=CC(OC)=C(C=C2(N=1))OC)))CC3))C4(OCCC4),423.89374,423.89374,M00968A,J006,TERAZOSIN HYDROCHLORIDE,HYTRIN,"antihypertensive, synthetic; Abbott-45975"
YU226815,1,Microsource,1505207,Pharmakon 1600,97519-39-6,S1(C2(N(C(C(=O)O)=CC1)C(=O)C2NC(=O)C(C=3(N=C(N)SC=3))=CCC(=O)O)),410.42702,410.42702,M00968A,J007,CEFTIBUTEN,CEDAX,"antibacterial, semisynthetic"
YU225295,2,Microsource,1505581,Pharmakon 1600,65899-73-2,ClC1(=C(C=CC(=C1)Cl)C(OCC2(=C(Cl)SC=C2))CN3(C=NC=C3)),387.7114,387.7114,M00968A,J008,TIOCONAZOLE,tioconazole,"antifungal, synthetic; UK-20349"
YU039792,3,Microsource,1505208,Pharmakon 1600,91832-40-5,S1(C2(N(C(C(=O)O)=C(C1)C=C)C(=O)C2NC(=O)C(=NO)C=3(N=C(N)SC=3))),395.41572,395.41572,M00968A,J009,CEFDINIR,OMNICEF,"antibacterial, semisynthetic; CL-983, FK-482"
YU226878,1,Microsource,1502363,Pharmakon 1600,51146-56-6,O=C(O)C(C1(=CC=C(CC(C)C)C=C1))C,206.28082,206.28082,M00968A,J010,DEXIBUPROFEN,dexibuprofen,DB09213
YU226816,1,Microsource,1505210,Pharmakon 1600,84485-00-7; 106650-56-0 (base); 125494-59-9 (hydrate),ClC2(=CC=C(C1(C(N(C)C)CC(C)C)(CCC1))C=C2).Cl,316.30842,316.30842,M00968A,J011,SIBUTRAMINE HYDROCHLORIDE,sibutramine,"anorexic, antidepressant, inhibitor of 5HT, norepinephrine & dopamine uptake, synthetic; BTS-54524"
YU221035,2,Microsource,1505590,Pharmakon 1600,58579-51-4,ClC1(=C(Cl)C=CC2(=C1CN3(CC(=O)NC3(=N2)))).Cl,292.54824,292.54824,M00968A,J012,ANAGRELIDE HYDROCHLORIDE,AGRYLIN,"antithrombotic, synthetic; BL-4162a"
YU226817,1,Microsource,1505212,Pharmakon 1600,107133-36-8; 82834-16-0 (perindopril),O=C(O)C1(N(C(=O)C(NC(C(=O)OCC)CCC)C)C2(CCCCC2(C1))).NC(C)(C)C,441.60474,441.60474,M00968A,J013,PERINDOPRIL ERBUMINE,ACEON,"antihypertensive, ACE inhibitor, synthetic; S-9490, McN-A-28833-109"
YU040004,3,Microsource,1505599,Pharmakon 1600,33125-97-2,O=C(OCC)C=1(N(C=NC=1)C(C2(=CC=CC=C2))C),244.28912,244.28912,M00968A,J014,ETOMIDATE,AMIDATE,"sedative, synthetic"
YU226818,1,Microsource,1505213,Pharmakon 1600,"287714-14-4, 147098-20-2(Ca salt)",[Ca+2].S(=O)(=O)(N(C2(=NC(C1(=CC=C(F)C=C1))=C(C=CC(O)CC(O)CC(=O)[O-])C(=N2)C(C)C))C)C,520.6088,520.6088032,M00968A,J015,ROSUVASTATIN CALCIUM,CRESTOR,"antihyperlipidemic, synthetic; S-4532"
YU040292,4,Microsource,1505610,Pharmakon 1600,84057-84-1,ClC1(=C(Cl)C=CC=C1C2(=NN=C(N)N=C2N)),256.09098,256.09098,M00968A,J016,LAMOTRIGINE,lamotrigine,"anticonvulsant, synthetic; BW-430C"
YU226819,1,Microsource,1500418,Pharmakon 1600,8031-09-02 00:00:00,S(C1(=NN=NN1C))CC4(=C(N3(C(=O)C(OC)(NC(=O)C(C2(=CC=C(O)C=C2))C(=O)[O-])C3OC4))C(=O)[O-]).[Na+].[Na+],564.4375,564.4375,M00968A,J017,MOXALACTAM DISODIUM,MOXAM,"antibacterial, semisynthetic; LY-127935"
YU226879,1,Microsource,1505622,Pharmakon 1600,82640-04-8,Cl.S4(C(C1(=CC=C(O)C=C1))=C(C(=O)C3(=CC=C(OCCN2(CCCCC2))C=C3))C5(=C4C=C(O)C=C5)),510.04496,510.04496,M00968A,J018,RALOXIFENE HYDROCHLORIDE,raloxifene,"antiestrogen, synthetic; LY-156758"
YU226820,1,Microsource,1503876,Pharmakon 1600,73771-04-7,O=C4(C=C2(C(C1(C(O)CC3(C(OC(=O)OCC)(C(=O)COC(=O)CC)CCC3(C1CC2))(C)))(C)C=C4)),488.56994,488.56994,M00968A,J019,PREDNICARBATE,DERMATOP,"antiinflammatory, glucocorticoid, semisynthetic; HOE-777"
YU226880,1,Microsource,1505637,Pharmakon 1600,87239-81-4,S1(C2(N(C(C(=O)OC(OC(=O)OC(C)C)C)=C(C1)COC)C(=O)C2NC(=O)C(=NOC)C=3(N=C(N)SC=3))),557.59938,557.59938,M00968A,J020,CEFPODOXIME PROXETIL,VANTIN,"antibacterial, semisynthetic; U-76252, CS-807"
YU226821,1,Microsource,1505222,Pharmakon 1600,169590-41-4,S(=O)(=O)(N)C3(=CC=C(N1(N=C(C(F)F)C=C1C2(=CC(F)=C(OC)C=C2)))C=C3),397.3726896,397.3726896,M00968A,J021,DERACOXIB,deracoxib,"antiinflammatory, antiarthritic, COX-2 inhibitor, synthetic"
YU226881,1,Microsource,1301004,Pharmakon 1600,73-32-5,O=C(O)C(N)C(CC)C,131.17296,131.17296,M00968A,J022,ISOLEUCINE (L),isoleucine,"amino acid, nutrient, widespread in nature"
YU226723,1,Microsource,1502304,Pharmakon 1600,66108-95-0,IC1(=C(NC(=O)C(O)C)C(I)=C(C(=O)NC(CO)CO)C(=C1C(=O)NC(CO)CO)I),777.08541,777.08541,M00968A,K003,IOHEXOL,OMNIPAQUE,"radiopaque diagnostic aid, synthetic B-15000, SQ-13396"
YU034482,3,Microsource,1503708,Pharmakon 1600,50679-08-8,OC(C1(=CC=CC=C1))(C2(=CC=CC=C2))C4(CCN(CCCC(O)C3(=CC=C(C(C)(C)C)C=C3))CC4),471.67348,471.67348,M00968A,K004,TERFENADINE,terfenadine,"H1 antihistamine, nonsedating, synthetic; RMI-9918"
YU226724,1,Microsource,1503086,Pharmakon 1600,51012-32-9,Cl.S(=O)(=O)(C1(=CC(=C(OC)C=C1)C(=O)NCCN(CC)CC))C,364.88878,364.88878,M00968A,K005,TIAPRIDE HYDROCHLORIDE,tiapride,"neuroleptic, synthetic; FLC-1374"
YU226769,1,Microsource,1503710,Pharmakon 1600,113665-84-2,ClC1(=C(C=CC=C1)C(N3(CC2(=C(SC=C2)CC3)))C(=O)OC).S(=O)(=O)(O)O,419.90196,419.90196,M00968A,K006,CLOPIDOGREL SULFATE,clopidogrel,"platelet aggregation inhibitor, synthetic; SR-25990C"
YU226725,1,Microsource,1503102,Pharmakon 1600,"37661-08-8, 50972-17-3 [bacampicillin]",Cl.S1(C(C(C(=O)OC(OC(=O)OCC)C)N3(C1C(NC(=O)C(N)C2(=CC=CC=C2))C3=O))(C)C),501.98174,501.98174,M00968A,K007,BACAMPICILLIN HYDROCHLORIDE,SPECTROBID,"antibacterial, semisynthetic"
YU034485,5,Microsource,1503712,Pharmakon 1600,79794-75-5,ClC4(=CC1(=C(C(C=2(N=CC=CC=2(CC1)))=C3(CCN(C(=O)OCC)CC3))C=C4)),382.883,382.883,M00968A,K008,LORATADINE,loratadine,"H1 antihistamine, synthetic"
YU034361,2,Microsource,1503104,Pharmakon 1600,73-48-3,S1(=O)(=O)(NC(NC2(=C1C=C(S(=O)(=O)N)C(=C2)C(F)(F)F))CC3(=CC=CC=C3)),421.4166896,421.41669,M00968A,K009,BENDROFLUMETHIAZIDE,bendroflumethiazide,"diuretic, antihypertensive, synthetic"
YU226770,1,Microsource,1503720,Pharmakon 1600,165108-07-6,O=C5(OC3(CC2(OC(C1(CCCCC1))C(C)CC2)(OC(C3)CC=C(C(OC4(OC(C(O)C(C4)OC)C))C(C=CC=C7(C6(C5C=C(C(=NO)C6OC7)C)(O)))C)C))),769.96046,769.96046,M00968A,K010,SELAMECTIN,REVOLUTION,"anthelmintic, antiparasitic, antimite, semisynthetic; UK-124114"
YU224969,2,Microsource,1503106,Pharmakon 1600,74764-40-2,Cl.O(CC(N1(CCCC1))CN(C2(=CC=CC=C2))CC3(=CC=CC=C3))CC(C)C,403.00028,403.00028,M00968A,K011,BEPRIDIL HYDROCHLORIDE,bepridil,"antiarrhythmic, synthetic; CERM-1978"
YU226771,1,Microsource,1503801,Pharmakon 1600,26159-36-4,O(C2(=CC=1(C(=CC(C(CO)C)=CC=1)C=C2)))C,216.27564,216.27564,M00968A,K012,NAPROXOL,,"antinflammatory, analgesic, antipyretic, synthetic; RS-4034"
YU226726,1,Microsource,1503107,Pharmakon 1600,"611-75-6, 3572-43-8 [bromhexine]",[Br]C1(=C(N)C(=CC(=C1)[Br])CN(C2(CCCCC2))C).Cl,412.59072,412.59072,M00968A,K013,BROMHEXINE HYDROCHLORIDE,bromhexine,"expectorant, synthetic"
YU034488,2,Microsource,1503804,Pharmakon 1600,66575-29-9,O=C1(C2(O)(C(OC(C1)(C=C)C)(C(OC(=O)C)C(O)C3(C2(C(O)CCC3(C)C)C))C)),410.50116,410.50116,M00968A,K014,COLFORSIN,,"adenylate cyclase activator, antiglaucoma, hypotensive, vasodilator, Coleus forskohlii; HL-362; L-75-1362B"
YU034366,3,Microsource,1503110,Pharmakon 1600,154-93-8,ClCCN(N=O)C(=O)NCCCl,214.04938,214.04938,M00968A,K015,CARMUSTINE,carmustine,"antineoplastic, alkylating agent, synthetic"
YU226772,1,Microsource,1506100,Pharmakon 1600,5534-95-2,S(CCC(NC(=O)C(NC(=O)C(NC(=O)OC(C)(C)C)C)CC=2(C1(=C(C=CC=C1)NC=2)))C(=O)NC(C(=O)NC(C(=O)N)CC3(=CC=CC=C3))CC(=O)O)C,767.89274,767.89274,M00968A,K016,PENTAGASTRIN,PEPTAVLON,"gastric secretion indicator, synthetic; ICI-50123"
YU226727,1,Microsource,1503111,Pharmakon 1600,"104376-79-6, 73384-59-5 [ceftriaxone]",S1(C3(N(C(C(=O)[O-])=C(C1)CSC2(=NC(=O)C([O-])=NN2C))C(=O)C3NC(=O)C(=NOC)C=4(N=C(N)SC=4))).[Na+].[Na+].O.O.O,652.59274,652.59274,M00968A,K017,CEFTRIAXONE SODIUM TRIHYDRATE,ROCEPHIN,"antibacterial, semisynthetic; RO-13-9904"
YU226773,1,Microsource,1503816,Pharmakon 1600,51022-69-6,FC23(C1(C(=CC(=O)C=C1)CCC2C4(CC5(OC6(OC5(C4(CC3O)(C))(C(=O)COC(=O)C))(CCCC6))))(C)),502.5717032,502.5717032,M00968A,K018,AMCINONIDE,amcinonide,"glucocorticoid, antiinflammatory, synthetic"
YU226728,1,Microsource,1503117,Pharmakon 1600,"521-78-8, 739-71-9 [trimipramine]",O=C(O)C=CC(=O)O.N2(C1(=C(C=CC=C1)CCC3(=C2C=CC=C3)))(CC(CN(C)C)C),410.50608,410.50608,M00968A,K019,TRIMIPRAMINE MALEATE,SURMONTIL,"antidepressant, synthetic; RP-7162"
YU226774,1,Microsource,1503818,Pharmakon 1600,"14252-80-3, 2180-92-9 [bupivacaine], 18010-40-7 [anhydrous]",Cl.O=C(NC1(=C(C=CC=C1C)C))C2(N(CCCC2)CCCC),324.88844,324.88844,M00968A,K020,BUPIVACAINE HYDROCHLORIDE,bupivacaine,"anesthetic (local), synthetic"
YU226729,1,Microsource,1503118,Pharmakon 1600,"1098-60-8, 146-54-3 [triflupromazine]",Cl.S1(C3(=C(N(CCCN(C)C)C2(=C1C=CC=C2))C=C(C(F)(F)F)C=C3)),388.8787896,388.8787896,M00968A,K021,TRIFLUPROMAZINE HYDROCHLORIDE,triflupromazine,"antipsychotic, synthetic"
YU034475,3,Microsource,1503650,Pharmakon 1600,42924-53-8,O=C(CCC2(=CC=1(C(=CC(OC)=CC=1)C=C2)))C,228.28634,228.28634,M00968A,K022,NABUMETONE,nabumetone,"antiinflammatory, synthetic"
YU226822,1,Microsource,1505230,Pharmakon 1600,73963-72-1,O=C4(NC3(=C(C=C(OCCCCC1(=NN=NN1C2(CCCCC2)))C=C3)CC4)),369.46088,369.46088,M00968A,L003,CILOSTAZOL,cilostazol,DB01166
YU226882,1,Microsource,1505650,Pharmakon 1600,119793-66-7,S(=O)(=O)(O)O.O=C(N)C(C1(=CC=CC=C1))(C2(=CC=CC=C2))CC(N(C)C)C,394.48622,394.48622,M00968A,L004,AMINOPENTAMIDE SULFATE,CENTRINE,"antispasmodic, antiemetic, synthetic; NND-1962; BL-139"
YU226823,1,Microsource,1505244,Pharmakon 1600,987-78-0,P(=O)(OP(=O)(OCC[N+](C)(C)C)[O-])(OCC2(OC(N1(C(=O)N=C(N)C=C1))C(C2O)O))O,488.32412,488.324122,M00968A,L005,CITICOLINE,CERAXON,"cognition enhancer, phosphocholine cytidyltransferase activator, cytidine-5""-diphosphocholine"
YU226883,1,Microsource,1503850,Pharmakon 1600,199191-69-0,ClC1(=C(C=C2(CC(NC2(=C1))=O))CCN5(CCN(C3(=NSC4(=C3C=CC=C4)))CC5)).S(=O)(=O)(O)C,509.04316,509.04316,M00968A,L006,ZIPRASIDONE MESYLATE,GEODON,"antipsychotic, synthetic; CP-88, 059-27"
YU226824,1,Microsource,1505249,Pharmakon 1600,65710-07-8,O2(C(OC1(C(O)C(O)C(N)CC1N))C(N)CC4(C2C(O)C(NC)C(OC3(OC(C(N)C(C3O)O)CO))O4)),539.57734,539.57734,M00968A,L007,APRAMYCIN SULFATE,apramycin,"antibacterial; LD50(iv) 280mg/kg(mouse), Streptomyces tenebrarius, Saccharomyces porispora hiltus; EL-857"
YU226884,1,Microsource,1505977,Pharmakon 1600,7279-75-6,S(=O)(=O)(O)C.OC1(=C(O)C=CC(=C1)C(O)C(NC(C)C)CC),335.41744,335.41744,M00968A,L008,ISOETHARINE MESYLATE,BROKOSOL,"bronchodilator, synthetic"
YU039602,3,Microsource,1505262,Pharmakon 1600,79559-97-0; 79617-96-2(base),ClC1(=C(Cl)C=CC(=C1)C3(C2(=C(C=CC=C2)C(NC)CC3))).Cl,342.68966,342.68966,M00968A,L009,SERTRALINE HYDROCHLORIDE,ZOLOFT,"antidepressant, 5HT uptake inhibitor, synthetic"
YU225266,2,Microsource,1505296,Pharmakon 1600,53716-50-0,S(=O)(C2(=CC=1(N=C(NC(=O)OC)NC=1C=C2)))C3(=CC=CC=C3),315.34814,315.34814,M00968A,L010,OXFENDAZOLE,SYNANTHIC,"anthelmintic, synthetic; RS-8858"
YU226825,1,Microsource,1500414,Pharmakon 1600,"13614-98-7, 10118-90-8 [minocycline]",Cl.O=C2(C1(=C(O)C=CC(=C1CC4(C2=C(O)C3(O)(C(=O)C(=C(O)C(C3C4)N(C)C)C(=O)N)))N(C)C)),493.93714,493.93714,M00968A,L011,MINOCYCLINE HYDROCHLORIDE,SOLODYN,"antibacterial, semisynthetic"
YU226885,1,Microsource,1505675,Pharmakon 1600,38260-01-4,Cl.Cl.N(CCNCCN)CCN,219.15536,219.15536,M00968A,L012,TRIENTINE HYDROCHLORIDE,SYPRINE,"chelating agent, synthetic; MK-0681"
YU226826,1,Microsource,1505265,Pharmakon 1600,191114-48-4,O=C2(OC(C1(OC(=O)N(C1C(C(=O)C(C)CC(C(C(C(C2C)=O)C)OC3(OC(CC(C3O)N(C)C)C))(OC)C)C)CCCCN4(C=NC(=C4)C5(=CN=CC=C5)))(C))CC),812.0039,812.0039,M00968A,L013,TELITHROMYCIN,KETEK,"antibacterial, semisynthetic; HMR-3647"
YU039677,3,Microsource,1505677,Pharmakon 1600,53885-35-1,ClC1(=C(C=CC=C1)CN3(CC2(=C(SC=C2)CC3))).Cl,300.24704,300.24704,M00968A,L014,TICLOPIDINE HYDROCHLORIDE,TICLID,"PAF inhibitor, synthetic; 53-32C, 4-C-32"
YU039618,3,Microsource,1505267,Pharmakon 1600,21256-18-8,O=C(O)CCC=2(OC(C1(=CC=CC=C1))=C(N=2)C3(=CC=CC=C3)),293.31664,293.31664,M00968A,L015,OXAPROZIN,oxaprozin,"antiinflammatory, synthetic; WY-21743"
YU226886,1,Microsource,1505678,Pharmakon 1600,4697-14-7,S1(C(=CC=C1)C(C(=O)[O-])C(=O)NC2(C(=O)N3(C(C(=O)[O-])C(SC23)(C)C))).[Na+].[Na+],428.39308,428.39308,M00968A,L016,TICARCILLIN DISODIUM,TICAR,"antibacterial, synthetic; BRL-2288"
YU226827,1,Microsource,1501129,Pharmakon 1600,"23142-01-0, 77-23-6 [carbetapentane]",O=C(OCCOCCN(CC)CC)C2(C1(=CC=CC=C1))(CCCC2).O=C(O)C(O)(CC(=O)O)CC(=O)O,525.5886,525.5886,M00968A,L017,CARBETAPENTANE CITRATE,pentoxyverine,"antitussive, synthetic"
YU226887,1,Microsource,1503873,Pharmakon 1600,553-08-2,[Br-].O(C2(=CC=C(CN(C1(=NC=CC=N1))CC[N+](CCCCCCCCCCCCCCCC)(C)C)C=C2))C,591.70946,591.70946,M00968A,L018,THONZONIUM BROMIDE,tonzonium bromide,"mucolytic, antibacterial, surface active agent, synthetic"
YU040233,3,Microsource,1503843,Pharmakon 1600,55981-09-4,S1(C(=NC=C1[N+](=O)[O-])NC(=O)C2(=C(OC(=O)C)C=CC=C2)),307.28308,307.28308,M00968A,L019,NITAZOXANIDE,nitazoxanide,"antiparasitic, synthetic; PH-5776"
YU226888,1,Microsource,1505681,Pharmakon 1600,69004-03-1,S(C3(=CC=C(OC2(=C(C=C(N1(C(=O)N(C(=O)NC1=O)C))C=C2)C))C=C3))C(F)(F)F,425.3827896,425.3827896,M00968A,L020,TOLTRAZURIL,toltrazuril,"coccidiostat, synthetic; Bay-Vi-9142"
YU221017,2,Microsource,1505305,Pharmakon 1600,149676-40-4,S(=O)(=O)(O)C.FC2(=C(N1(CCN(C)CC1))C=C3(N(C=C(C(C3(=C2))=O)C(=O)O)CC)),429.46418,429.4641832,M00968A,L021,PEFLOXACINE MESYLATE,,"antibacterial, antiproliferative, synthetic; 41982-BP"
YU226889,1,Microsource,1505872,Pharmakon 1600,64228-81-5,O=C(OCCCCCOC(=O)CC[N+]2(C(C1(=C(C=C(OC)C(=C1)OC)CC2))CC3(=CC(OC)=C(OC)C=C3))(C))CC[N+]5(C(C4(=C(C=C(OC)C(=C4)OC)CC5))CC6(=CC(OC)=C(OC)C=C6))(C),929.14506,929.14506,M00968A,L022,ATRACURIUM BESYLATE,atracurium besilate,DB00732 (Besylate)
YU220931,2,Microsource,1503121,Pharmakon 1600,"25332-39-2, 19794-93-5 [trazodone]",ClC4(=CC(N3(CCN(CCCN1(N=C2(C=CC=CN2(C1=O))))CC3))=CC=C4).Cl,408.32442,408.32442,M00968A,M003,TRAZODONE HYDROCHLORIDE,trazodone,"antidepressant, synthetic; AF-1160"
YU226775,1,Microsource,1503908,Pharmakon 1600,33069-62-4,O=C4(C2(C(C1(OC(=O)C)(C(OC1)CC2O))C(OC(=O)C3(=CC=CC=C3))C5(O)(CC(C(=C(C4OC(=O)C)C5(C)(C))C)OC(=O)C(O)C(NC(=O)C6(=CC=CC=C6))C7(=CC=CC=C7)))(C)),853.90618,853.90618,M00968A,M004,PACLITAXEL,TAXOL,"antineoplastic, Taxus breviofolia; BMS-181339-01"
YU226730,1,Microsource,1504526,Pharmakon 1600,189954-96-9,S(=O)(=O)(C3(=CC=C(C2(=C(OCC1(CC1))C(=O)OC2(C)C))C=C3))C,336.4037,336.4037,M00968A,M005,FIROCOXIB,firocoxib,DB09217
YU034504,2,Microsource,1503914,Pharmakon 1600,149-16-6,O=C(OCCCN(CCCC)CCCC)C1(=CC=C(N)C=C1),306.44308,306.44308,M00968A,M006,BUTACAINE,butacaine,"anesthetic (local), synthetic"
YU226731,1,Microsource,1503135,Pharmakon 1600,"63-56-9, 91-85-0 [thonzylamine]",Cl.O(C2(=CC=C(CN(C1(=NC=CC=N1))CCN(C)C)C=C2))C,322.83288,322.83288,M00968A,M007,THONZYLAMINE HYDROCHLORIDE,thonzylamine,"antihistamine, synthetic; NC-1264"
YU226776,1,Microsource,1503918,Pharmakon 1600,"25122-46-7, 25122-41-2 [clobetasol]",ClCC(=O)C4(OC(=O)CC)(C3(C(C2(C(F)(C1(C(=CC(=O)C=C1)CC2)(C))C(C3)O))CC4C)(C)),466.96968,466.9696832,M00968A,M008,CLOBETASOL PROPIONATE,CLOBEX,"glucocorticoid, antiinflammatory, synthetic; CCI-4725, GR-2/925"
YU034375,2,Microsource,1503136,Pharmakon 1600,15318-45-3,ClC(Cl)C(=O)NC(C(O)C1(=CC=C(S(=O)(=O)C)C=C1))CO,356.22264,356.22264,M00968A,M009,THIAMPHENICOL,thiamphenicol,"antibacterial, synthetic; WIN-5063-2"
YU034511,2,Microsource,1503923,Pharmakon 1600,96-83-3,IC1(=C(N)C(I)=CC(=C1CC(C(=O)O)CC)I),570.93193,570.93193,M00968A,M010,IOPANIC ACID,iopanoic acid,"radioopaque agent, synthetic"
YU225292,2,Microsource,1503142,Pharmakon 1600,59804-37-4,S1(=O)(=O)(N(C(=C(O)C2(=C1C=CS2))C(=O)NC3(=NC=CC=C3))C),337.37626,337.37626,M00968A,M011,TENOXICAM,ALGANEX,"antiinflammatory, synthetic; Ro-12-0068"
YU034559,3,Microsource,1503925,Pharmakon 1600,"74103-07-4, 74103-06-3 [ketorolac]",O=C(C1(=CC=CC=C1))C=3(N2(C(C(C(=O)O)CC2)=CC=3)).OCC(N)(CO)CO,376.40374,376.40374,M00968A,M012,KETOROLAC TROMETHAMINE,TORADOL,"antiinflammatory, synthetic"
YU034378,2,Microsource,1503202,Pharmakon 1600,773-76-2,ClC2(=C(O)C1(=NC=CC=C1C(=C2)Cl)),214.04754,214.04754,M00968A,M013,CHLOROXINE,CAPITROL,"chelating agent, antiseborrheic, synthetic"
YU039815,5,Microsource,1503926,Pharmakon 1600,103577-45-3,S(=O)(C1(=NC=2(C=CC=CC=2(N1))))CC3(=NC=CC(=C3C)OCC(F)(F)F),369.3625896,369.36259,M00968A,M014,LANSOPRAZOLE,lansoprazole,"antiulcer, synthetic; AG-1749, A-65006"
YU226732,1,Microsource,1503203,Pharmakon 1600,113-59-7,ClC3(=CC1(=C(SC=2(C=CC=CC=2(C1=CCCN(C)C)))C=C3)).Cl,352.3216,352.3216,M00968A,M015,CHLORPROTHIXENE HYDROCHLORIDE,chlorprothixene,"antipsychotic, synthetic; N-714, RO-4-0403"
YU226777,1,Microsource,1503929,Pharmakon 1600,"5370-01-4, 31828-71-4 [mexiletine]",Cl.O(C1(=C(C=CC=C1C)C))CC(N)C,215.71946,215.71946,M00968A,M016,MEXILETINE HYDROCHLORIDE,,"antiarrhythmic, synthetic; Ko-1173"
YU226733,1,Microsource,1503204,Pharmakon 1600,298-57-7,N4(C=CCC1(=CC=CC=C1))(CCN(C(C2(=CC=CC=C2))C3(=CC=CC=C3))CC4),368.514,368.514,M00968A,M017,CINNARAZINE,CINAZYN,"H1 antihistamine, synthetic; R-516"
YU226778,1,Microsource,1503931,Pharmakon 1600,"26155-31-7, 20574-50-9 [morantel]",S1(C(=C(C)C=C1)C=CC2(=NCCCN2C)).O=C(O)C(O)(CC(=O)O)CC(=O)O,412.45844,412.45844,M00968A,M018,MORANTEL CITRATE,,"anthelmintic, synthetic; CP-12009"
YU226734,1,Microsource,1503209,Pharmakon 1600,"24868-20-0, 14663-23-1 [anhydrous], 7261-97-4 [dantrolene]",[Na+].O=[N+]([O-])C3(=CC=C(C=2(OC(C=NN1(C(=O)[N-]C(C1)=O))=CC=2))C=C3),336.23499,336.23499,M00968A,M019,DANTROLENE SODIUM,DANTRIUM,"muscle relaxant (skeletal), synthetic; F-440"
YU034515,2,Microsource,1503934,Pharmakon 1600,58-39-9,ClC3(=CC=2(N(C1(=C(C=CC=C1)SC=2C=C3))CCCN4(CCN(CCO)CC4))),403.96946,403.96946,M00968A,M020,PERPHENAZINE,perphenazine,"antipsychotic, synthetic"
